Language Feature,Engine,Group,Supported?,Failed Test Cases,Total Test Cases,Deployable?
AdHocSubProcess_Sequential,activiti__5_15_1,activities,0,1,1,0
CallActivity_GlobalTask,activiti__5_15_1,activities,0,1,1,1
CallActivity_Process,activiti__5_15_1,activities,1,0,1,1
Loop_ConditionOnly,activiti__5_15_1,activities,0,2,3,1
Loop_Maximum,activiti__5_15_1,activities,0,1,1,1
Loop_NoIteration_TestBeforeFalse,activiti__5_15_1,activities,1,0,1,1
Loop_NoIteration_TestBeforeTrue,activiti__5_15_1,activities,0,1,1,1
Loop_SubProcess,activiti__5_15_1,activities,0,2,3,1
Loop_Task,activiti__5_15_1,activities,0,2,3,1
MultiInstance_AllBehavior,activiti__5_15_1,activities,1,0,1,1
MultiInstance_ComplexBehavior,activiti__5_15_1,activities,0,1,1,1
MultiInstance_NoneBehavior,activiti__5_15_1,activities,0,1,1,1
MultiInstance_OneBehavior,activiti__5_15_1,activities,0,1,1,1
MultiInstance_Parallel,activiti__5_15_1,activities,1,0,1,1
MultiInstance_Sequential,activiti__5_15_1,activities,1,0,1,1
MultiInstance_SubProcess,activiti__5_15_1,activities,1,0,1,1
MultiInstance_Task,activiti__5_15_1,activities,1,0,1,1
ReceiveTask,activiti__5_15_1,activities,0,1,1,0
ReceiveTask_Instantiate,activiti__5_15_1,activities,0,1,1,0
SendTask,activiti__5_15_1,activities,0,1,1,0
SubProcess,activiti__5_15_1,activities,1,0,1,1
Token_Cardinality_Default,activiti__5_15_1,activities,0,1,1,1
Token_Cardinality_Explicit,activiti__5_15_1,activities,0,1,1,1
Token_Cardinality_Split_Default,activiti__5_15_1,activities,1,0,1,1
Token_Cardinality_Split_Explicit,activiti__5_15_1,activities,0,1,1,1
Transaction,activiti__5_15_1,activities,1,0,1,1
Lanes,activiti__5_15_1,basics,1,0,1,1
Participant,activiti__5_15_1,basics,1,0,1,1
SequenceFlow,activiti__5_15_1,basics,1,0,1,1
SequenceFlow_Conditional,activiti__5_15_1,basics,1,0,2,1
SequenceFlow_ConditionalDefault,activiti__5_15_1,basics,1,0,2,1
SequenceFlow_ConditionalDefault_Normal,activiti__5_15_1,basics,0,1,1,1
WCP01_Sequence,activiti__5_15_1,cfpatterns,1,0,1,1
WCP02_ParallelSplit,activiti__5_15_1,cfpatterns,1,0,1,1
WCP03_Synchronization,activiti__5_15_1,cfpatterns,1,0,1,1
WCP04_ExclusiveChoice,activiti__5_15_1,cfpatterns,1,0,4,1
WCP05_SimpleMerge,activiti__5_15_1,cfpatterns,1,0,7,1
WCP06_MultiChoice_ComplexGateway,activiti__5_15_1,cfpatterns,0,7,7,0
WCP06_MultiChoice_Implicit,activiti__5_15_1,cfpatterns,1,0,7,1
WCP06_MultiChoice_InclusiveGateway,activiti__5_15_1,cfpatterns,1,0,7,1
WCP07_StructuredSynchronizingMerge,activiti__5_15_1,cfpatterns,1,0,3,1
WCP08_MultiMerge,activiti__5_15_1,cfpatterns,1,0,7,1
WCP09_Structured_Discriminator_ComplexGateway,activiti__5_15_1,cfpatterns,0,1,1,0
WCP09_Structured_Discriminator_MultiInstance,activiti__5_15_1,cfpatterns,0,1,1,1
WCP10_ArbitraryCycle,activiti__5_15_1,cfpatterns,1,0,3,1
WCP11_ImplicitTermination,activiti__5_15_1,cfpatterns,1,0,1,1
WCP12_MultipleInstancesWithoutSynchronization,activiti__5_15_1,cfpatterns,0,1,1,1
WCP13_MultipleInstancesWithAPrioriDesignTimeKnowledge,activiti__5_15_1,cfpatterns,1,0,1,1
WCP14_MultipleInstancesWithAPrioriRuntimeKnowledge,activiti__5_15_1,cfpatterns,1,0,1,1
WCP16_DeferredChoice,activiti__5_15_1,cfpatterns,1,0,2,1
WCP17_InterleavedParallelRouting,activiti__5_15_1,cfpatterns,0,1,1,0
WCP19_CancelTask,activiti__5_15_1,cfpatterns,1,0,1,1
WCP20_CancelCaseCancel,activiti__5_15_1,cfpatterns,1,0,1,1
WCP20_CancelCaseError,activiti__5_15_1,cfpatterns,1,0,1,1
WCP20_CancelCaseTerminate,activiti__5_15_1,cfpatterns,1,0,1,1
DataObject_ReadWrite_String,activiti__5_15_1,data,1,0,1,1
Property_ReadWrite_String,activiti__5_15_1,data,1,0,1,1
ExclusiveDiverging_ParallelConverging,activiti__5_15_1,errors,1,0,3,1
InclusiveDiverging_ParallelConverging,activiti__5_15_1,errors,1,0,3,1
LoopTask_NegativeLoopMaximum,activiti__5_15_1,errors,0,1,1,1
MultiInstanceTask_NegativeLoopCardinality,activiti__5_15_1,errors,0,1,1,1
Multiple_IntermediateEvent_MissingEvent,activiti__5_15_1,errors,1,0,1,1
Multiple_Parallel_IntermediateEvent_MissingEvent,activiti__5_15_1,errors,1,0,1,1
ParallelGateway_Conditions,activiti__5_15_1,errors,1,0,4,1
Token_CompletionQuantity_Zero,activiti__5_15_1,errors,0,1,1,1
Token_StartQuantity_Two,activiti__5_15_1,errors,0,1,1,1
Token_StartQuantity_Zero,activiti__5_15_1,errors,0,1,1,1
Cancel_Event,activiti__5_15_1,events,1,0,1,1
Compensation_BoundaryEvent_SubProcess,activiti__5_15_1,events,0,1,1,1
Compensation_EndEvent_SubProcess,activiti__5_15_1,events,0,1,1,1
Compensation_EndEvent_TopLevel,activiti__5_15_1,events,0,1,1,1
Compensation_IntermediateEvent,activiti__5_15_1,events,1,0,1,1
Compensation_StartEvent_EventSubProcess,activiti__5_15_1,events,0,1,1,0
Compensation_TriggeredByCancel,activiti__5_15_1,events,1,0,1,1
Conditional_BoundaryEvent_SubProcess_Interrupting,activiti__5_15_1,events,0,2,2,0
Conditional_BoundaryEvent_SubProcess_NonInterrupting,activiti__5_15_1,events,0,2,2,0
Conditional_IntermediateEvent,activiti__5_15_1,events,0,2,2,0
Conditional_StartEvent_EventSubProcess_Interrupting,activiti__5_15_1,events,0,1,1,1
Conditional_StartEvent_EventSubProcess_NonInterrupting,activiti__5_15_1,events,0,1,1,1
Error_BoundaryEvent_SubProcess_Interrupting,activiti__5_15_1,events,1,0,1,1
Error_BoundaryEvent_Transaction_Interrupting,activiti__5_15_1,events,1,0,1,1
Error_EndEvent_TopLevel,activiti__5_15_1,events,1,0,1,1
Error_StartEvent_EventSubProcess_Interrupting,activiti__5_15_1,events,1,0,1,1
Escalation_BoundaryEvent_SubProcess_Interrupting,activiti__5_15_1,events,0,1,1,0
Escalation_BoundaryEvent_SubProcess_NonInterrupting,activiti__5_15_1,events,0,1,1,0
Escalation_EndEvent_SubProcess,activiti__5_15_1,events,0,1,1,0
Escalation_EndEvent_TopLevel,activiti__5_15_1,events,0,1,1,1
Escalation_IntermediateThrowEvent,activiti__5_15_1,events,0,1,1,0
Escalation_StartEvent_EventSubProcess_Interrupting,activiti__5_15_1,events,0,1,1,1
Escalation_StartEvent_EventSubProcess_NonInterrupting,activiti__5_15_1,events,0,1,1,1
EventDefinitionRef_Error_EndEvent_TopLevel,activiti__5_15_1,events,0,1,1,1
EventDefinitionRef_Error_StartEvent_EventSubProcess_Interrupting,activiti__5_15_1,events,0,1,1,1
EventDefinitionRef_Signal_BoundaryEvent_SubProcess_NonInterrupting,activiti__5_15_1,events,0,1,1,0
EventDefinitionRef_Timer_IntermediateEvent,activiti__5_15_1,events,0,1,1,0
Link_Event,activiti__5_15_1,events,0,1,1,0
Message_EndEvent,activiti__5_15_1,events,0,1,1,1
Message_IntermediateEvent,activiti__5_15_1,events,0,1,1,0
Message_StartEvent,activiti__5_15_1,events,0,1,1,0
Multiple_IntermediateEvent_ThrowFirstEventDefinition,activiti__5_15_1,events,0,1,1,1
Multiple_IntermediateEvent_ThrowLastEventDefinition,activiti__5_15_1,events,0,1,1,1
Multiple_IntermediateThrowEvent,activiti__5_15_1,events,0,1,1,1
Multiple_Parallel_IntermediateEvent,activiti__5_15_1,events,0,1,1,1
Signal_BoundaryEvent_SubProcess_Interrupting,activiti__5_15_1,events,1,0,1,1
Signal_BoundaryEvent_SubProcess_NonInterrupting,activiti__5_15_1,events,1,0,1,1
Signal_EndEvent,activiti__5_15_1,events,0,1,1,1
Signal_EndEvent_SubProcess,activiti__5_15_1,events,0,1,1,1
Signal_IntermediateEvent,activiti__5_15_1,events,1,0,1,1
Signal_IntermediateEvent_ThrowAndCatch,activiti__5_15_1,events,1,0,1,1
Signal_StartEvent,activiti__5_15_1,events,1,0,1,1
Signal_StartEvent_EventSubProcess_Interrupting,activiti__5_15_1,events,0,1,1,1
Signal_StartEvent_EventSubProcess_NonInterrupting,activiti__5_15_1,events,0,1,1,1
Terminate_Event,activiti__5_15_1,events,1,0,1,1
Timer_BoundaryEvent_SubProcess_Interrupting,activiti__5_15_1,events,1,0,1,1
Timer_BoundaryEvent_SubProcess_Interrupting_Activity,activiti__5_15_1,events,0,1,1,1
Timer_BoundaryEvent_SubProcess_NonInterrupting,activiti__5_15_1,events,1,0,1,1
Timer_BoundaryEvent_SubProcess_TimeCycle,activiti__5_15_1,events,1,0,1,1
Timer_IntermediateEvent,activiti__5_15_1,events,1,0,1,1
Timer_IntermediateTimeCycleEvent,activiti__5_15_1,events,0,1,1,1
Timer_StartEvent_EventSubProcess_Interrupting,activiti__5_15_1,events,0,1,1,0
Timer_StartEvent_EventSubProcess_NonInterrupting,activiti__5_15_1,events,0,1,1,0
Timer_StartEvent_TimeCycle_EventSubProcess_NonInterrupting,activiti__5_15_1,events,0,1,1,0
ComplexGateway,activiti__5_15_1,gateways,0,4,4,0
EventBasedGateway_Signals,activiti__5_15_1,gateways,1,0,1,1
EventBasedGateway_Timer,activiti__5_15_1,gateways,1,0,1,1
ExclusiveDiverging_InclusiveConverging,activiti__5_15_1,gateways,1,0,3,1
ExclusiveGateway,activiti__5_15_1,gateways,1,0,4,1
ExclusiveGatewayMixed,activiti__5_15_1,gateways,1,0,3,1
ExclusiveGateway_Default,activiti__5_15_1,gateways,1,0,4,1
InclusiveDiverging_ExclusiveConverging,activiti__5_15_1,gateways,1,0,3,1
InclusiveGateway,activiti__5_15_1,gateways,1,0,4,1
InclusiveGateway_Default,activiti__5_15_1,gateways,1,0,1,1
ParallelDiverging_ExclusiveConverging,activiti__5_15_1,gateways,1,0,1,1
ParallelDiverging_InclusiveConverging,activiti__5_15_1,gateways,1,0,1,1
ParallelGateway,activiti__5_15_1,gateways,1,0,1,1
ParallelGateway_TrueParallelism,activiti__5_15_1,gateways,0,1,1,1
AdHocSubProcess_Sequential,activiti__5_16_3,activities,0,1,1,0
CallActivity_GlobalTask,activiti__5_16_3,activities,0,1,1,1
CallActivity_Process,activiti__5_16_3,activities,1,0,1,1
Loop_ConditionOnly,activiti__5_16_3,activities,0,2,3,1
Loop_Maximum,activiti__5_16_3,activities,0,1,1,1
Loop_NoIteration_TestBeforeFalse,activiti__5_16_3,activities,1,0,1,1
Loop_NoIteration_TestBeforeTrue,activiti__5_16_3,activities,0,1,1,1
Loop_SubProcess,activiti__5_16_3,activities,0,2,3,1
Loop_Task,activiti__5_16_3,activities,0,2,3,1
MultiInstance_AllBehavior,activiti__5_16_3,activities,1,0,1,1
MultiInstance_ComplexBehavior,activiti__5_16_3,activities,0,1,1,1
MultiInstance_NoneBehavior,activiti__5_16_3,activities,0,1,1,1
MultiInstance_OneBehavior,activiti__5_16_3,activities,0,1,1,1
MultiInstance_Parallel,activiti__5_16_3,activities,1,0,1,1
MultiInstance_Sequential,activiti__5_16_3,activities,1,0,1,1
MultiInstance_SubProcess,activiti__5_16_3,activities,1,0,1,1
MultiInstance_Task,activiti__5_16_3,activities,1,0,1,1
ReceiveTask,activiti__5_16_3,activities,0,1,1,0
ReceiveTask_Instantiate,activiti__5_16_3,activities,0,1,1,0
SendTask,activiti__5_16_3,activities,0,1,1,0
SubProcess,activiti__5_16_3,activities,1,0,1,1
Token_Cardinality_Default,activiti__5_16_3,activities,0,1,1,1
Token_Cardinality_Explicit,activiti__5_16_3,activities,0,1,1,1
Token_Cardinality_Split_Default,activiti__5_16_3,activities,1,0,1,1
Token_Cardinality_Split_Explicit,activiti__5_16_3,activities,0,1,1,1
Transaction,activiti__5_16_3,activities,1,0,1,1
Lanes,activiti__5_16_3,basics,1,0,1,1
Participant,activiti__5_16_3,basics,1,0,1,1
SequenceFlow,activiti__5_16_3,basics,1,0,1,1
SequenceFlow_Conditional,activiti__5_16_3,basics,1,0,2,1
SequenceFlow_ConditionalDefault,activiti__5_16_3,basics,1,0,2,1
SequenceFlow_ConditionalDefault_Normal,activiti__5_16_3,basics,0,1,1,1
WCP01_Sequence,activiti__5_16_3,cfpatterns,1,0,1,1
WCP02_ParallelSplit,activiti__5_16_3,cfpatterns,1,0,1,1
WCP03_Synchronization,activiti__5_16_3,cfpatterns,1,0,1,1
WCP04_ExclusiveChoice,activiti__5_16_3,cfpatterns,1,0,4,1
WCP05_SimpleMerge,activiti__5_16_3,cfpatterns,1,0,7,1
WCP06_MultiChoice_ComplexGateway,activiti__5_16_3,cfpatterns,0,7,7,0
WCP06_MultiChoice_Implicit,activiti__5_16_3,cfpatterns,1,0,7,1
WCP06_MultiChoice_InclusiveGateway,activiti__5_16_3,cfpatterns,1,0,7,1
WCP07_StructuredSynchronizingMerge,activiti__5_16_3,cfpatterns,1,0,3,1
WCP08_MultiMerge,activiti__5_16_3,cfpatterns,1,0,7,1
WCP09_Structured_Discriminator_ComplexGateway,activiti__5_16_3,cfpatterns,0,1,1,0
WCP09_Structured_Discriminator_MultiInstance,activiti__5_16_3,cfpatterns,0,1,1,1
WCP10_ArbitraryCycle,activiti__5_16_3,cfpatterns,1,0,3,1
WCP11_ImplicitTermination,activiti__5_16_3,cfpatterns,1,0,1,1
WCP12_MultipleInstancesWithoutSynchronization,activiti__5_16_3,cfpatterns,0,1,1,1
WCP13_MultipleInstancesWithAPrioriDesignTimeKnowledge,activiti__5_16_3,cfpatterns,1,0,1,1
WCP14_MultipleInstancesWithAPrioriRuntimeKnowledge,activiti__5_16_3,cfpatterns,1,0,1,1
WCP16_DeferredChoice,activiti__5_16_3,cfpatterns,0,2,2,1
WCP17_InterleavedParallelRouting,activiti__5_16_3,cfpatterns,0,1,1,0
WCP19_CancelTask,activiti__5_16_3,cfpatterns,1,0,1,1
WCP20_CancelCaseCancel,activiti__5_16_3,cfpatterns,1,0,1,1
WCP20_CancelCaseError,activiti__5_16_3,cfpatterns,1,0,1,1
WCP20_CancelCaseTerminate,activiti__5_16_3,cfpatterns,1,0,1,1
DataObject_ReadWrite_String,activiti__5_16_3,data,1,0,1,1
Property_ReadWrite_String,activiti__5_16_3,data,1,0,1,1
ExclusiveDiverging_ParallelConverging,activiti__5_16_3,errors,1,0,3,1
InclusiveDiverging_ParallelConverging,activiti__5_16_3,errors,1,0,3,1
LoopTask_NegativeLoopMaximum,activiti__5_16_3,errors,0,1,1,1
MultiInstanceTask_NegativeLoopCardinality,activiti__5_16_3,errors,0,1,1,1
Multiple_IntermediateEvent_MissingEvent,activiti__5_16_3,errors,1,0,1,1
Multiple_Parallel_IntermediateEvent_MissingEvent,activiti__5_16_3,errors,1,0,1,1
ParallelGateway_Conditions,activiti__5_16_3,errors,1,0,4,1
Token_CompletionQuantity_Zero,activiti__5_16_3,errors,0,1,1,1
Token_StartQuantity_Two,activiti__5_16_3,errors,0,1,1,1
Token_StartQuantity_Zero,activiti__5_16_3,errors,0,1,1,1
Cancel_Event,activiti__5_16_3,events,1,0,1,1
Compensation_BoundaryEvent_SubProcess,activiti__5_16_3,events,0,1,1,1
Compensation_EndEvent_SubProcess,activiti__5_16_3,events,0,1,1,1
Compensation_EndEvent_TopLevel,activiti__5_16_3,events,0,1,1,1
Compensation_IntermediateEvent,activiti__5_16_3,events,1,0,1,1
Compensation_StartEvent_EventSubProcess,activiti__5_16_3,events,0,1,1,0
Compensation_TriggeredByCancel,activiti__5_16_3,events,1,0,1,1
Conditional_BoundaryEvent_SubProcess_Interrupting,activiti__5_16_3,events,0,2,2,0
Conditional_BoundaryEvent_SubProcess_NonInterrupting,activiti__5_16_3,events,0,2,2,0
Conditional_IntermediateEvent,activiti__5_16_3,events,0,2,2,0
Conditional_StartEvent_EventSubProcess_Interrupting,activiti__5_16_3,events,0,1,1,1
Conditional_StartEvent_EventSubProcess_NonInterrupting,activiti__5_16_3,events,0,1,1,1
Error_BoundaryEvent_SubProcess_Interrupting,activiti__5_16_3,events,1,0,1,1
Error_BoundaryEvent_Transaction_Interrupting,activiti__5_16_3,events,1,0,1,1
Error_EndEvent_TopLevel,activiti__5_16_3,events,1,0,1,1
Error_StartEvent_EventSubProcess_Interrupting,activiti__5_16_3,events,1,0,1,1
Escalation_BoundaryEvent_SubProcess_Interrupting,activiti__5_16_3,events,0,1,1,0
Escalation_BoundaryEvent_SubProcess_NonInterrupting,activiti__5_16_3,events,0,1,1,0
Escalation_EndEvent_SubProcess,activiti__5_16_3,events,0,1,1,0
Escalation_EndEvent_TopLevel,activiti__5_16_3,events,0,1,1,1
Escalation_IntermediateThrowEvent,activiti__5_16_3,events,0,1,1,0
Escalation_StartEvent_EventSubProcess_Interrupting,activiti__5_16_3,events,0,1,1,1
Escalation_StartEvent_EventSubProcess_NonInterrupting,activiti__5_16_3,events,0,1,1,1
EventDefinitionRef_Error_EndEvent_TopLevel,activiti__5_16_3,events,0,1,1,1
EventDefinitionRef_Error_StartEvent_EventSubProcess_Interrupting,activiti__5_16_3,events,0,1,1,1
EventDefinitionRef_Signal_BoundaryEvent_SubProcess_NonInterrupting,activiti__5_16_3,events,0,1,1,0
EventDefinitionRef_Timer_IntermediateEvent,activiti__5_16_3,events,0,1,1,0
Link_Event,activiti__5_16_3,events,0,1,1,0
Message_EndEvent,activiti__5_16_3,events,0,1,1,1
Message_IntermediateEvent,activiti__5_16_3,events,0,1,1,0
Message_StartEvent,activiti__5_16_3,events,0,1,1,0
Multiple_IntermediateEvent_ThrowFirstEventDefinition,activiti__5_16_3,events,0,1,1,1
Multiple_IntermediateEvent_ThrowLastEventDefinition,activiti__5_16_3,events,0,1,1,1
Multiple_IntermediateThrowEvent,activiti__5_16_3,events,0,1,1,1
Multiple_Parallel_IntermediateEvent,activiti__5_16_3,events,0,1,1,1
Signal_BoundaryEvent_SubProcess_Interrupting,activiti__5_16_3,events,1,0,1,1
Signal_BoundaryEvent_SubProcess_NonInterrupting,activiti__5_16_3,events,1,0,1,1
Signal_EndEvent,activiti__5_16_3,events,0,1,1,1
Signal_EndEvent_SubProcess,activiti__5_16_3,events,0,1,1,1
Signal_IntermediateEvent,activiti__5_16_3,events,1,0,1,1
Signal_IntermediateEvent_ThrowAndCatch,activiti__5_16_3,events,1,0,1,1
Signal_StartEvent,activiti__5_16_3,events,1,0,1,1
Signal_StartEvent_EventSubProcess_Interrupting,activiti__5_16_3,events,0,1,1,1
Signal_StartEvent_EventSubProcess_NonInterrupting,activiti__5_16_3,events,0,1,1,1
Terminate_Event,activiti__5_16_3,events,1,0,1,1
Timer_BoundaryEvent_SubProcess_Interrupting,activiti__5_16_3,events,1,0,1,1
Timer_BoundaryEvent_SubProcess_Interrupting_Activity,activiti__5_16_3,events,0,1,1,1
Timer_BoundaryEvent_SubProcess_NonInterrupting,activiti__5_16_3,events,1,0,1,1
Timer_BoundaryEvent_SubProcess_TimeCycle,activiti__5_16_3,events,1,0,1,1
Timer_IntermediateEvent,activiti__5_16_3,events,1,0,1,1
Timer_IntermediateTimeCycleEvent,activiti__5_16_3,events,0,1,1,1
Timer_StartEvent_EventSubProcess_Interrupting,activiti__5_16_3,events,0,1,1,0
Timer_StartEvent_EventSubProcess_NonInterrupting,activiti__5_16_3,events,0,1,1,0
Timer_StartEvent_TimeCycle_EventSubProcess_NonInterrupting,activiti__5_16_3,events,0,1,1,0
ComplexGateway,activiti__5_16_3,gateways,0,4,4,0
EventBasedGateway_Signals,activiti__5_16_3,gateways,1,0,1,1
EventBasedGateway_Timer,activiti__5_16_3,gateways,1,0,1,1
ExclusiveDiverging_InclusiveConverging,activiti__5_16_3,gateways,1,0,3,1
ExclusiveGateway,activiti__5_16_3,gateways,1,0,4,1
ExclusiveGatewayMixed,activiti__5_16_3,gateways,1,0,3,1
ExclusiveGateway_Default,activiti__5_16_3,gateways,1,0,4,1
InclusiveDiverging_ExclusiveConverging,activiti__5_16_3,gateways,1,0,3,1
InclusiveGateway,activiti__5_16_3,gateways,1,0,4,1
InclusiveGateway_Default,activiti__5_16_3,gateways,1,0,1,1
ParallelDiverging_ExclusiveConverging,activiti__5_16_3,gateways,1,0,1,1
ParallelDiverging_InclusiveConverging,activiti__5_16_3,gateways,1,0,1,1
ParallelGateway,activiti__5_16_3,gateways,1,0,1,1
ParallelGateway_TrueParallelism,activiti__5_16_3,gateways,0,1,1,1
AdHocSubProcess_Sequential,activiti__5_17_0,activities,0,1,1,0
CallActivity_GlobalTask,activiti__5_17_0,activities,0,1,1,1
CallActivity_Process,activiti__5_17_0,activities,1,0,1,1
Loop_ConditionOnly,activiti__5_17_0,activities,0,2,3,1
Loop_Maximum,activiti__5_17_0,activities,0,1,1,1
Loop_NoIteration_TestBeforeFalse,activiti__5_17_0,activities,1,0,1,1
Loop_NoIteration_TestBeforeTrue,activiti__5_17_0,activities,0,1,1,1
Loop_SubProcess,activiti__5_17_0,activities,0,2,3,1
Loop_Task,activiti__5_17_0,activities,0,2,3,1
MultiInstance_AllBehavior,activiti__5_17_0,activities,1,0,1,1
MultiInstance_ComplexBehavior,activiti__5_17_0,activities,0,1,1,1
MultiInstance_NoneBehavior,activiti__5_17_0,activities,0,1,1,1
MultiInstance_OneBehavior,activiti__5_17_0,activities,0,1,1,1
MultiInstance_Parallel,activiti__5_17_0,activities,1,0,1,1
MultiInstance_Sequential,activiti__5_17_0,activities,1,0,1,1
MultiInstance_SubProcess,activiti__5_17_0,activities,1,0,1,1
MultiInstance_Task,activiti__5_17_0,activities,1,0,1,1
ReceiveTask,activiti__5_17_0,activities,0,1,1,0
ReceiveTask_Instantiate,activiti__5_17_0,activities,0,1,1,0
SendTask,activiti__5_17_0,activities,0,1,1,0
SubProcess,activiti__5_17_0,activities,1,0,1,1
Token_Cardinality_Default,activiti__5_17_0,activities,0,1,1,1
Token_Cardinality_Explicit,activiti__5_17_0,activities,0,1,1,1
Token_Cardinality_Split_Default,activiti__5_17_0,activities,1,0,1,1
Token_Cardinality_Split_Explicit,activiti__5_17_0,activities,0,1,1,1
Transaction,activiti__5_17_0,activities,1,0,1,1
Lanes,activiti__5_17_0,basics,1,0,1,1
Participant,activiti__5_17_0,basics,1,0,1,1
SequenceFlow,activiti__5_17_0,basics,1,0,1,1
SequenceFlow_Conditional,activiti__5_17_0,basics,1,0,2,1
SequenceFlow_ConditionalDefault,activiti__5_17_0,basics,1,0,2,1
SequenceFlow_ConditionalDefault_Normal,activiti__5_17_0,basics,0,1,1,1
WCP01_Sequence,activiti__5_17_0,cfpatterns,1,0,1,1
WCP02_ParallelSplit,activiti__5_17_0,cfpatterns,1,0,1,1
WCP03_Synchronization,activiti__5_17_0,cfpatterns,1,0,1,1
WCP04_ExclusiveChoice,activiti__5_17_0,cfpatterns,1,0,4,1
WCP05_SimpleMerge,activiti__5_17_0,cfpatterns,1,0,7,1
WCP06_MultiChoice_ComplexGateway,activiti__5_17_0,cfpatterns,0,2,7,1
WCP06_MultiChoice_Implicit,activiti__5_17_0,cfpatterns,1,0,7,1
WCP06_MultiChoice_InclusiveGateway,activiti__5_17_0,cfpatterns,1,0,7,1
WCP07_StructuredSynchronizingMerge,activiti__5_17_0,cfpatterns,1,0,3,1
WCP08_MultiMerge,activiti__5_17_0,cfpatterns,1,0,7,1
WCP09_Structured_Discriminator_ComplexGateway,activiti__5_17_0,cfpatterns,0,1,1,1
WCP09_Structured_Discriminator_MultiInstance,activiti__5_17_0,cfpatterns,0,1,1,1
WCP10_ArbitraryCycle,activiti__5_17_0,cfpatterns,1,0,3,1
WCP11_ImplicitTermination,activiti__5_17_0,cfpatterns,1,0,1,1
WCP12_MultipleInstancesWithoutSynchronization,activiti__5_17_0,cfpatterns,0,1,1,1
WCP13_MultipleInstancesWithAPrioriDesignTimeKnowledge,activiti__5_17_0,cfpatterns,1,0,1,1
WCP14_MultipleInstancesWithAPrioriRuntimeKnowledge,activiti__5_17_0,cfpatterns,1,0,1,1
WCP16_DeferredChoice,activiti__5_17_0,cfpatterns,0,2,2,1
WCP17_InterleavedParallelRouting,activiti__5_17_0,cfpatterns,0,1,1,0
WCP19_CancelTask,activiti__5_17_0,cfpatterns,1,0,1,1
WCP20_CancelCaseCancel,activiti__5_17_0,cfpatterns,1,0,1,1
WCP20_CancelCaseError,activiti__5_17_0,cfpatterns,1,0,1,1
WCP20_CancelCaseTerminate,activiti__5_17_0,cfpatterns,1,0,1,1
DataObject_ReadWrite_String,activiti__5_17_0,data,1,0,1,1
Property_ReadWrite_String,activiti__5_17_0,data,1,0,1,1
ExclusiveDiverging_ParallelConverging,activiti__5_17_0,errors,1,0,3,1
InclusiveDiverging_ParallelConverging,activiti__5_17_0,errors,1,0,3,1
LoopTask_NegativeLoopMaximum,activiti__5_17_0,errors,0,1,1,1
MultiInstanceTask_NegativeLoopCardinality,activiti__5_17_0,errors,0,1,1,1
Multiple_IntermediateEvent_MissingEvent,activiti__5_17_0,errors,1,0,1,1
Multiple_Parallel_IntermediateEvent_MissingEvent,activiti__5_17_0,errors,1,0,1,1
ParallelGateway_Conditions,activiti__5_17_0,errors,1,0,4,1
Token_CompletionQuantity_Zero,activiti__5_17_0,errors,0,1,1,1
Token_StartQuantity_Two,activiti__5_17_0,errors,0,1,1,1
Token_StartQuantity_Zero,activiti__5_17_0,errors,0,1,1,1
Cancel_Event,activiti__5_17_0,events,1,0,1,1
Compensation_BoundaryEvent_SubProcess,activiti__5_17_0,events,0,1,1,1
Compensation_EndEvent_SubProcess,activiti__5_17_0,events,0,1,1,1
Compensation_EndEvent_TopLevel,activiti__5_17_0,events,0,1,1,1
Compensation_IntermediateEvent,activiti__5_17_0,events,1,0,1,1
Compensation_StartEvent_EventSubProcess,activiti__5_17_0,events,0,1,1,0
Compensation_TriggeredByCancel,activiti__5_17_0,events,1,0,1,1
Conditional_BoundaryEvent_SubProcess_Interrupting,activiti__5_17_0,events,0,2,2,0
Conditional_BoundaryEvent_SubProcess_NonInterrupting,activiti__5_17_0,events,0,2,2,0
Conditional_IntermediateEvent,activiti__5_17_0,events,0,2,2,0
Conditional_StartEvent_EventSubProcess_Interrupting,activiti__5_17_0,events,0,1,1,1
Conditional_StartEvent_EventSubProcess_NonInterrupting,activiti__5_17_0,events,0,1,1,1
Error_BoundaryEvent_SubProcess_Interrupting,activiti__5_17_0,events,1,0,1,1
Error_BoundaryEvent_Transaction_Interrupting,activiti__5_17_0,events,1,0,1,1
Error_EndEvent_TopLevel,activiti__5_17_0,events,1,0,1,1
Error_StartEvent_EventSubProcess_Interrupting,activiti__5_17_0,events,1,0,1,1
Escalation_BoundaryEvent_SubProcess_Interrupting,activiti__5_17_0,events,0,1,1,0
Escalation_BoundaryEvent_SubProcess_NonInterrupting,activiti__5_17_0,events,0,1,1,0
Escalation_EndEvent_SubProcess,activiti__5_17_0,events,0,1,1,0
Escalation_EndEvent_TopLevel,activiti__5_17_0,events,0,1,1,1
Escalation_IntermediateThrowEvent,activiti__5_17_0,events,0,1,1,0
Escalation_StartEvent_EventSubProcess_Interrupting,activiti__5_17_0,events,0,1,1,1
Escalation_StartEvent_EventSubProcess_NonInterrupting,activiti__5_17_0,events,0,1,1,1
EventDefinitionRef_Error_EndEvent_TopLevel,activiti__5_17_0,events,0,1,1,1
EventDefinitionRef_Error_StartEvent_EventSubProcess_Interrupting,activiti__5_17_0,events,0,1,1,1
EventDefinitionRef_Signal_BoundaryEvent_SubProcess_NonInterrupting,activiti__5_17_0,events,0,1,1,0
